Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|Q13620|CUL4B_HUMAN	Q13620	CUL4B_HUMAN	CUL4B	913	Homo sapiens OX=9606	Cullin-4B 	1:Experimental evidence at protein level	1.0000	0.9987	4	0	2	4	0	2	4629354.0	0	3053666.0			tr|A0A669KAX4|A0A669KAX4_HUMAN, tr|A0A7P0T8P8|A0A7P0T8P8_HUMAN, tr|A0A7P0T954|A0A7P0T954_HUMAN, tr|A0A7P0T9L3|A0A7P0T9L3_HUMAN, tr|A0A7P0TAQ3|A0A7P0TAQ3_HUMAN, tr|K4DI93|K4DI93_HUMAN
sp|Q13630|FCL_HUMAN	Q13630	FCL_HUMAN	GFUS	321	Homo sapiens OX=9606	GDP-L-fucose synthase 	1:Experimental evidence at protein level	1.0000	0.9990	3	0	3	3	0	3	5265167.0	0	5265167.0	4C(57.0214), 8C(57.0214)		
sp|Q13636|RAB31_HUMAN	Q13636	RAB31_HUMAN	RAB31	194	Homo sapiens OX=9606	Ras-related protein Rab-31 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	2	1	2	442949.62	442949.62	442949.62	2C(57.0214)		
sp|Q13724|MOGS_HUMAN	Q13724	MOGS_HUMAN	MOGS	837	Homo sapiens OX=9606	Mannosyl-oligosaccharide glucosidase 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	1	1	0	1	0	0	0			
sp|Q13813|SPTN1_HUMAN	Q13813	SPTN1_HUMAN	SPTAN1	2472	Homo sapiens OX=9606	Spectrin alpha chain, non-erythrocytic 1 	1:Experimental evidence at protein level	1.0000	0.9990	43	0	43	34	0	34	2.219856E7	0	2.219856E7	9M(15.9949),1C(57.0214),5C(57.0214),7C(57.0214)		
sp|Q13823|NOG2_HUMAN	Q13823	NOG2_HUMAN	GNL2	731	Homo sapiens OX=9606	Nucleolar GTP-binding protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	5	1	5	4	1	4	2620373.0	766904.25	2620373.0	2C(57.0214)		
sp|Q13838|DX39B_HUMAN	Q13838	DX39B_HUMAN	DDX39B	428	Homo sapiens OX=9606	Spliceosome RNA helicase DDX39B 	1:Experimental evidence at protein level	1.0000	0.9990	9	0	9	17	0	17	5.1822568E7	0	5.1822568E7	7M(15.9949)		
sp|Q13867|BLMH_HUMAN	Q13867	BLMH_HUMAN	BLMH	455	Homo sapiens OX=9606	Bleomycin hydrolase 	1:Experimental evidence at protein level	1.0000	0.9990	2	0	2	2	0	2	1381273.2	0	1381273.2			tr|J3KSD8|J3KSD8_HUMAN, tr|K7ES02|K7ES02_HUMAN, tr|K7ESE8|K7ESE8_HUMAN
sp|Q13868|EXOS2_HUMAN	Q13868	EXOS2_HUMAN	EXOSC2	293	Homo sapiens OX=9606	Exosome complex component RRP4 	1:Experimental evidence at protein level	1.0000	0.9986	2	1	2	2	1	2	1215477.4	358931.75	1215477.4			
sp|Q13885|TBB2A_HUMAN	Q13885	TBB2A_HUMAN	TUBB2A	445	Homo sapiens OX=9606	Tubulin beta-2A chain 	1:Experimental evidence at protein level	1.0000	0.9941	15	1	2	59	1	1	3.1898496E8	4270415.5	3.4511544E7			
sp|Q13895|BYST_HUMAN	Q13895	BYST_HUMAN	BYSL	437	Homo sapiens OX=9606	Bystin 	1:Experimental evidence at protein level	1.0000	0.9990	4	3	4	2	1	2	1562319.9	1391004.2	1562319.9	12C(57.0214), 7C(57.0214)		
sp|Q13907|IDI1_HUMAN	Q13907	IDI1_HUMAN	IDI1	227	Homo sapiens OX=9606	Isopentenyl-diphosphate Delta-isomerase 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	2	1	2	1463655.4	1463655.4	1463655.4			
sp|Q14008|CKAP5_HUMAN	Q14008	CKAP5_HUMAN	CKAP5	2032	Homo sapiens OX=9606	Cytoskeleton-associated protein 5 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	0	0	0			
sp|Q14019|COTL1_HUMAN	Q14019	COTL1_HUMAN	COTL1	142	Homo sapiens OX=9606	Coactosin-like protein 	1:Experimental evidence at protein level	1.0000	0.9990	3	1	3	2	1	2	1.79087776E8	1.69326176E8	1.79087776E8			
sp|Q14103|HNRPD_HUMAN	Q14103	HNRPD_HUMAN	HNRNPD	355	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein D0 	1:Experimental evidence at protein level	1.0000	0.9990	5	0	5	9	0	9	4.0661664E7	0	4.0661664E7	3C(57.0214)		tr|H0Y8G5|H0Y8G5_HUMAN, tr|H0YA96|H0YA96_HUMAN
sp|Q14116|IL18_HUMAN	Q14116	IL18_HUMAN	IL18	193	Homo sapiens OX=9606	Interleukin-18 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	8305636.0	8305636.0	8305636.0	6C(57.0214)		
sp|Q14118|DAG1_HUMAN	Q14118	DAG1_HUMAN	DAG1	895	Homo sapiens OX=9606	Dystroglycan 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	1823767.8	1823767.8	1823767.8			
sp|Q14134|TRI29_HUMAN	Q14134	TRI29_HUMAN	TRIM29	588	Homo sapiens OX=9606	Tripartite motif-containing protein 29 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	1	1	1	2440930.5	2440930.5	2440930.5	10C(57.0214), 2C(57.0214), 5C(57.0214)		
sp|Q14141|SEPT6_HUMAN	Q14141	SEPT6_HUMAN	SEPTIN6	434	Homo sapiens OX=9606	Septin-6 	1:Experimental evidence at protein level	1.0000	0.9990	5	0	5	5	0	5	6573521.0	0	6573521.0			tr|B1AMS2|B1AMS2_HUMAN
sp|Q14151|SAFB2_HUMAN	Q14151	SAFB2_HUMAN	SAFB2	953	Homo sapiens OX=9606	Scaffold attachment factor B2 	1:Experimental evidence at protein level	1.0000	0.9985	3	0	1	3	0	1	2.7318472E7	0	1.973709E7			
sp|Q14152|EIF3A_HUMAN	Q14152	EIF3A_HUMAN	EIF3A	1382	Homo sapiens OX=9606	Eukaryotic translation initiation factor 3 subunit A 	1:Experimental evidence at protein level	1.0000	0.9990	17	17	17	18	18	18	8989236.0	8989236.0	8989236.0	2C(57.0214),12M(15.9949),6M(15.9949)		
sp|Q14157|UBP2L_HUMAN	Q14157	UBP2L_HUMAN	UBAP2L	1087	Homo sapiens OX=9606	Ubiquitin-associated protein 2-like 	1:Experimental evidence at protein level	1.0000	0.9990	4	0	4	2	0	2	6981831.0	0	6981831.0			tr|F8W726|F8W726_HUMAN
sp|Q14165|MLEC_HUMAN	Q14165	MLEC_HUMAN	MLEC	292	Homo sapiens OX=9606	Malectin 	1:Experimental evidence at protein level	1.0000	0.9990	3	0	3	3	0	3	2546527.8	0	2546527.8			tr|F5H1S8|F5H1S8_HUMAN
sp|Q14166|TTL12_HUMAN	Q14166	TTL12_HUMAN	TTLL12	644	Homo sapiens OX=9606	Tubulin--tyrosine ligase-like protein 12 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	3455850.2	3455850.2	3455850.2			
sp|Q14181|DPOA2_HUMAN	Q14181	DPOA2_HUMAN	POLA2	598	Homo sapiens OX=9606	DNA polymerase alpha subunit B 	1:Experimental evidence at protein level	1.0000	0.9980	2	0	2	2	0	2	1069723.2	0	1069723.2	4C(57.0214)		tr|A0A3B3ITS5|A0A3B3ITS5_HUMAN
sp|Q14203|DCTN1_HUMAN	Q14203	DCTN1_HUMAN	DCTN1	1278	Homo sapiens OX=9606	Dynactin subunit 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	0	3	3	0	3	1291271.2	0	1291271.2	12M(15.9949),4C(57.0214)		tr|A0A7P0Z4C3|A0A7P0Z4C3_HUMAN, tr|A0A804CDA6|A0A804CDA6_HUMAN, tr|E7EX90|E7EX90_HUMAN
sp|Q14204|DYHC1_HUMAN	Q14204	DYHC1_HUMAN	DYNC1H1	4646	Homo sapiens OX=9606	Cytoplasmic dynein 1 heavy chain 1 	1:Experimental evidence at protein level	1.0000	0.9990	55	0	55	43	0	43	1.011244E7	0	1.011244E7	7C(57.0214),13M(15.9949),7C(57.0214),1C(57.0214),9C(57.0214),10M(15.9949),5M(15.9949),7C(57.0214),5C(57.0214),7C(57.0214)		tr|A0A2R8Y706|A0A2R8Y706_HUMAN
sp|Q14232|EI2BA_HUMAN	Q14232	EI2BA_HUMAN	EIF2B1	305	Homo sapiens OX=9606	Translation initiation factor eIF-2B subunit alpha 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	2	1	2	1587290.6	899102.3	1587290.6			
sp|Q14240|IF4A2_HUMAN	Q14240	IF4A2_HUMAN	EIF4A2	407	Homo sapiens OX=9606	Eukaryotic initiation factor 4A-II 	1:Experimental evidence at protein level	1.0000	0.9990	9	0	2	10	0	2	9.1745072E7	0	5144332.5			
sp|Q14244|MAP7_HUMAN	Q14244	MAP7_HUMAN	MAP7	749	Homo sapiens OX=9606	Ensconsin 	1:Experimental evidence at protein level	1.0000	0.9990	4	0	4	3	0	3	3962929.2	0	3962929.2			
sp|Q14247|SRC8_HUMAN	Q14247	SRC8_HUMAN	CTTN	550	Homo sapiens OX=9606	Src substrate cortactin 	1:Experimental evidence at protein level	1.0000	0.9990	12	10	12	7	5	7	1.0573046E7	1.0573046E7	1.0573046E7			
sp|Q14254|FLOT2_HUMAN	Q14254	FLOT2_HUMAN	FLOT2	428	Homo sapiens OX=9606	Flotillin-2 	1:Experimental evidence at protein level	1.0000	0.9990	5	0	5	5	0	5	5230698.0	0	5230698.0			tr|E7EMK3|E7EMK3_HUMAN, tr|J3QLD9|J3QLD9_HUMAN
sp|Q14258|TRI25_HUMAN	Q14258	TRI25_HUMAN	TRIM25	630	Homo sapiens OX=9606	E3 ubiquitin/ISG15 ligase TRIM25 	1:Experimental evidence at protein level	1.0000	0.9990	7	2	7	6	2	6	5700267.5	1488835.8	5700267.5	12C(57.0214), 15C(57.0214),12C(57.0214), 4C(57.0214)		
sp|Q14331|FRG1_HUMAN	Q14331	FRG1_HUMAN	FRG1	258	Homo sapiens OX=9606	Protein FRG1 	1:Experimental evidence at protein level	1.0000	0.9990	2	0	2	1	0	1	658563.75	0	658563.75	9C(57.0214)		tr|E9PRR7|E9PRR7_HUMAN
sp|Q14376|GALE_HUMAN	Q14376	GALE_HUMAN	GALE	348	Homo sapiens OX=9606	UDP-glucose 4-epimerase 	1:Experimental evidence at protein level	1.0000	0.9989	1	0	1	2	0	2	1111128.5	0	1111128.5			tr|Q5QPP3|Q5QPP3_HUMAN, tr|Q5QPP4|Q5QPP4_HUMAN
sp|Q14432|PDE3A_HUMAN	Q14432	PDE3A_HUMAN	PDE3A	1141	Homo sapiens OX=9606	cGMP-inhibited 3',5'-cyclic phosphodiesterase A 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	1	1	1	1019862.44	1019862.44	1019862.44			
sp|Q14444|CAPR1_HUMAN	Q14444	CAPR1_HUMAN	CAPRIN1	709	Homo sapiens OX=9606	Caprin-1 	1:Experimental evidence at protein level	1.0000	0.9990	5	0	5	7	0	7	1.7717962E7	0	1.7717962E7	3M(15.9949),3M(15.9949)		
sp|Q14498|RBM39_HUMAN	Q14498	RBM39_HUMAN	RBM39	530	Homo sapiens OX=9606	RNA-binding protein 39 	1:Experimental evidence at protein level	1.0000	0.9990	7	1	7	9	2	9	9656200.0	946342.94	9656200.0	1C(57.0214),1C(57.0214),15M(15.9949)		
sp|Q14558|KPRA_HUMAN	Q14558	KPRA_HUMAN	PRPSAP1	356	Homo sapiens OX=9606	Phosphoribosyl pyrophosphate synthase-associated protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	0	2	2	0	2	1499519.4	0	1499519.4			
sp|Q14566|MCM6_HUMAN	Q14566	MCM6_HUMAN	MCM6	821	Homo sapiens OX=9606	DNA replication licensing factor MCM6 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	9	9	9	7793839.0	7793839.0	7793839.0	7C(57.0214),6C(57.0214), 7C(57.0214),10M(15.9949),6C(57.0214)		
sp|Q14573|ITPR3_HUMAN	Q14573	ITPR3_HUMAN	ITPR3	2671	Homo sapiens OX=9606	Inositol 1,4,5-trisphosphate receptor type 3 	1:Experimental evidence at protein level	1.0000	0.9990	5	4	5	4	3	4	2702934.0	2482015.5	2702934.0	3C(57.0214), 6C(57.0214),3C(57.0214),25C(57.0214)		
sp|Q14624|ITIH4_HUMAN	Q14624	ITIH4_HUMAN	ITIH4	930	Homo sapiens OX=9606	Inter-alpha-trypsin inhibitor heavy chain H4 	1:Experimental evidence at protein level	1.0000	0.9984	3	0	3	3	0	3	1.987938E7	0	1.987938E7	7M(15.9949)		tr|B7ZKJ8|B7ZKJ8_HUMAN
sp|Q14643|ITPR1_HUMAN	Q14643	ITPR1_HUMAN	ITPR1	2758	Homo sapiens OX=9606	Inositol 1,4,5-trisphosphate receptor type 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	0	1	2	0	1	770079.2	0	0			tr|A0A3B3ITU8|A0A3B3ITU8_HUMAN, tr|A0A3B3IU04|A0A3B3IU04_HUMAN, tr|A0A3F2YNW8|A0A3F2YNW8_HUMAN
sp|Q14671|PUM1_HUMAN	Q14671	PUM1_HUMAN	PUM1	1186	Homo sapiens OX=9606	Pumilio homolog 1 	1:Experimental evidence at protein level	1.0000	0.9988	2	0	2	2	0	2	633995.0	0	633995.0			tr|E9PR38|E9PR38_HUMAN, tr|H0YDK8|H0YDK8_HUMAN, tr|H0YEH2|H0YEH2_HUMAN, tr|Q5T1Z4|Q5T1Z4_HUMAN, tr|Q5T1Z8|Q5T1Z8_HUMAN
sp|Q14677|EPN4_HUMAN	Q14677	EPN4_HUMAN	CLINT1	625	Homo sapiens OX=9606	Clathrin interactor 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2469498.5	2469498.5	2469498.5			
sp|Q14683|SMC1A_HUMAN	Q14683	SMC1A_HUMAN	SMC1A	1233	Homo sapiens OX=9606	Structural maintenance of chromosomes protein 1A 	1:Experimental evidence at protein level	1.0000	0.9990	13	0	13	10	0	10	5445925.0	0	5445925.0	2M(15.9949),5C(57.0214),5C(57.0214)		
sp|Q14690|RRP5_HUMAN	Q14690	RRP5_HUMAN	PDCD11	1871	Homo sapiens OX=9606	Protein RRP5 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	9	0	9	8	0	8	4545626.5	0	4545626.5	3C(57.0214),10C(57.0214)		tr|A0A3B3IUD7|A0A3B3IUD7_HUMAN
sp|Q14692|BMS1_HUMAN	Q14692	BMS1_HUMAN	BMS1	1282	Homo sapiens OX=9606	Ribosome biogenesis protein BMS1 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	1226039.5	1226039.5	1226039.5	6C(57.0214)		
sp|Q14694|UBP10_HUMAN	Q14694	UBP10_HUMAN	USP10	798	Homo sapiens OX=9606	Ubiquitin carboxyl-terminal hydrolase 10 	1:Experimental evidence at protein level	1.0000	0.9989	3	0	3	4	0	4	623928.75	0	623928.75			
sp|Q14696|MESD_HUMAN	Q14696	MESD_HUMAN	MESD	234	Homo sapiens OX=9606	LRP chaperone MESD 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	2	2	2	7504019.0	7504019.0	7504019.0	1C(57.0214)		
sp|Q14697|GANAB_HUMAN	Q14697	GANAB_HUMAN	GANAB	944	Homo sapiens OX=9606	Neutral alpha-glucosidase AB 	1:Experimental evidence at protein level	1.0000	0.9990	18	2	18	26	3	26	4.985632E7	2.7550048E7	4.985632E7	4M(15.9949),2C(57.0214), 8C(57.0214)		
sp|Q14738|2A5D_HUMAN	Q14738	2A5D_HUMAN	PPP2R5D	602	Homo sapiens OX=9606	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	1	1	0	1	745112.0	0	745112.0			tr|E9PFR3|E9PFR3_HUMAN
sp|Q14739|LBR_HUMAN	Q14739	LBR_HUMAN	LBR	615	Homo sapiens OX=9606	Delta(14)-sterol reductase LBR 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	1	1	0	1	1113812.5	0	1113812.5			tr|A0A494C1L1|A0A494C1L1_HUMAN
sp|Q14839|CHD4_HUMAN	Q14839	CHD4_HUMAN	CHD4	1912	Homo sapiens OX=9606	Chromodomain-helicase-DNA-binding protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	5	0	5	2	0	2	3909970.8	0	3909970.8			tr|A0A0C4DGG9|A0A0C4DGG9_HUMAN, tr|A0A2R8Y212|A0A2R8Y212_HUMAN, tr|A0A2R8Y425|A0A2R8Y425_HUMAN, tr|A0A2R8Y521|A0A2R8Y521_HUMAN, tr|A0A2R8Y5J0|A0A2R8Y5J0_HUMAN, tr|A0A2R8YD40|A0A2R8YD40_HUMAN, tr|A0A2R8YDJ9|A0A2R8YDJ9_HUMAN, tr|A0A2R8YFD8|A0A2R8YFD8_HUMAN, tr|A0A2R8YFK9|A0A2R8YFK9_HUMAN, tr|A0A2U3TZM0|A0A2U3TZM0_HUMAN, tr|F5GWX5|F5GWX5_HUMAN
sp|Q14847|LASP1_HUMAN	Q14847	LASP1_HUMAN	LASP1	261	Homo sapiens OX=9606	LIM and SH3 domain protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	7	0	7	7	0	7	1.920589E7	0	1.920589E7	2C(57.0214), 5C(57.0214), 8C(57.0214),5M(15.9949),4C(57.0214)		
sp|Q14914|PTGR1_HUMAN	Q14914	PTGR1_HUMAN	PTGR1	329	Homo sapiens OX=9606	Prostaglandin reductase 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	0	2	2	0	2	5995192.0	0	5995192.0			tr|F2Z3J9|F2Z3J9_HUMAN
sp|Q14974|IMB1_HUMAN	Q14974	IMB1_HUMAN	KPNB1	876	Homo sapiens OX=9606	Importin subunit beta-1 	1:Experimental evidence at protein level	1.0000	0.9990	15	0	15	21	0	21	3.0585836E7	0	3.0585836E7	11M(15.9949),13C(57.0214), 4M(15.9949), 8C(57.0214),3C(57.0214),7M(15.9949),12M(15.9949),12M(15.9949),8M(15.9949),2M(15.9949)		
sp|Q14980|NUMA1_HUMAN	Q14980	NUMA1_HUMAN	NUMA1	2115	Homo sapiens OX=9606	Nuclear mitotic apparatus protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	18	0	18	11	0	11	5067304.0	0	5067304.0	5C(57.0214)		
sp|Q14C86|GAPD1_HUMAN	Q14C86	GAPD1_HUMAN	GAPVD1	1478	Homo sapiens OX=9606	GTPase-activating protein and VPS9 domain-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	0	5	3	0	3	2120608.0	0	2120608.0	4C(57.0214)		tr|F8W9S7|F8W9S7_HUMAN
sp|Q15003|CND2_HUMAN	Q15003	CND2_HUMAN	NCAPH	741	Homo sapiens OX=9606	Condensin complex subunit 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	0	2	2	0	2	1298060.8	0	1298060.8			tr|E9PHA2|E9PHA2_HUMAN
sp|Q15005|SPCS2_HUMAN	Q15005	SPCS2_HUMAN	SPCS2	226	Homo sapiens OX=9606	Signal peptidase complex subunit 2 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	1	1	0	1	2224524.5	0	2224524.5	N-term(42.0106)		tr|A0A087WUC6|A0A087WUC6_HUMAN, tr|E9PI68|E9PI68_HUMAN
sp|Q15008|PSMD6_HUMAN	Q15008	PSMD6_HUMAN	PSMD6	389	Homo sapiens OX=9606	26S proteasome non-ATPase regulatory subunit 6 	1:Experimental evidence at protein level	1.0000	0.9990	4	1	4	5	1	5	2788936.0	534569.4	2788936.0	7C(57.0214),9C(57.0214)		
sp|Q15019|SEPT2_HUMAN	Q15019	SEPT2_HUMAN	SEPTIN2	361	Homo sapiens OX=9606	Septin-2 	1:Experimental evidence at protein level	1.0000	0.9990	4	0	3	4	0	3	6485135.5	0	5292339.5	15C(57.0214)		tr|B5MCX3|B5MCX3_HUMAN
sp|Q15020|SART3_HUMAN	Q15020	SART3_HUMAN	SART3	963	Homo sapiens OX=9606	Squamous cell carcinoma antigen recognized by T-cells 3 	1:Experimental evidence at protein level	1.0000	0.9990	2	0	2	2	0	2	1457447.1	0	1457447.1	10C(57.0214)		tr|A0A499FI31|A0A499FI31_HUMAN
sp|Q15021|CND1_HUMAN	Q15021	CND1_HUMAN	NCAPD2	1401	Homo sapiens OX=9606	Condensin complex subunit 1 	1:Experimental evidence at protein level	1.0000	0.9989	2	0	2	1	0	1	1512769.5	0	1512769.5			
sp|Q15024|EXOS7_HUMAN	Q15024	EXOS7_HUMAN	EXOSC7	291	Homo sapiens OX=9606	Exosome complex component RRP42 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	859825.0	859825.0	859825.0			
sp|Q15029|U5S1_HUMAN	Q15029	U5S1_HUMAN	EFTUD2	972	Homo sapiens OX=9606	116 kDa U5 small nuclear ribonucleoprotein component 	1:Experimental evidence at protein level	1.0000	0.9990	13	9	12	15	11	14	3.3102034E7	1.0288099E7	1.3604381E7	2C(57.0214), 6C(57.0214)		
sp|Q15046|SYK_HUMAN	Q15046	SYK_HUMAN	KARS1	597	Homo sapiens OX=9606	Lysine--tRNA ligase 	1:Experimental evidence at protein level	1.0000	0.9990	11	6	11	16	9	16	1.3945542E7	1.0955842E7	1.3945542E7	N-term(42.0106),1M(15.9949),6M(15.9949),6C(57.0214),4C(57.0214),3M(15.9949)		
sp|Q15050|RRS1_HUMAN	Q15050	RRS1_HUMAN	RRS1	365	Homo sapiens OX=9606	Ribosome biogenesis regulatory protein homolog 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	2	2	2	4904904.0	4904904.0	4904904.0	1C(57.0214)		
sp|Q15054|DPOD3_HUMAN	Q15054	DPOD3_HUMAN	POLD3	466	Homo sapiens OX=9606	DNA polymerase delta subunit 3 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	2	1	2	1582782.6	766455.56	1582782.6	6C(57.0214)		
sp|Q15056|IF4H_HUMAN	Q15056	IF4H_HUMAN	EIF4H	248	Homo sapiens OX=9606	Eukaryotic translation initiation factor 4H 	1:Experimental evidence at protein level	1.0000	0.9990	5	0	5	4	0	4	3.2241694E7	0	3.2241694E7			
sp|Q15061|WDR43_HUMAN	Q15061	WDR43_HUMAN	WDR43	677	Homo sapiens OX=9606	WD repeat-containing protein 43 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	2	0	2	4177287.5	2745850.0	4177287.5	10C(57.0214)		
sp|Q15063|POSTN_HUMAN	Q15063	POSTN_HUMAN	POSTN	836	Homo sapiens OX=9606	Periostin 	1:Experimental evidence at protein level	1.0000	0.9990	7	0	7	5	0	5	6377652.5	0	6377652.5	12M(15.9949), 7C(57.0214), 8C(57.0214),7C(57.0214)		
sp|Q15067|ACOX1_HUMAN	Q15067	ACOX1_HUMAN	ACOX1	660	Homo sapiens OX=9606	Peroxisomal acyl-coenzyme A oxidase 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	2	3	2	2	2	2231076.5	1528059.5	2231076.5			
sp|Q15084|PDIA6_HUMAN	Q15084	PDIA6_HUMAN	PDIA6	440	Homo sapiens OX=9606	Protein disulfide-isomerase A6 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	8	8	8	3.8135232E7	3.8135232E7	3.8135232E7			
sp|Q15102|PA1B3_HUMAN	Q15102	PA1B3_HUMAN	PAFAH1B3	231	Homo sapiens OX=9606	Platelet-activating factor acetylhydrolase IB subunit alpha1 	1:Experimental evidence at protein level	1.0000	0.9987	1	0	1	1	0	1	402649.22	0	402649.22			tr|M0R389|M0R389_HUMAN
sp|Q15125|EBP_HUMAN	Q15125	EBP_HUMAN	EBP	230	Homo sapiens OX=9606	3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	1.4487451E7	1.4487451E7	1.4487451E7			
sp|Q15126|PMVK_HUMAN	Q15126	PMVK_HUMAN	PMVK	192	Homo sapiens OX=9606	Phosphomevalonate kinase 	1:Experimental evidence at protein level	1.0000	0.9989	1	1	1	1	1	1	855231.6	855231.6	855231.6			
sp|Q15149|PLEC_HUMAN	Q15149	PLEC_HUMAN	PLEC	4684	Homo sapiens OX=9606	Plectin 	1:Experimental evidence at protein level	1.0000	0.9990	102	16	102	78	11	78	2.0095128E7	1.0426047E7	2.0095128E7	10C(57.0214), 1C(57.0214),6C(57.0214),4M(15.9949),1C(57.0214),8M(15.9949),8C(57.0214),4M(15.9949),14M(15.9949),4M(15.9949),3C(57.0214),7C(57.0214),7C(57.0214),2C(57.0214)		
sp|Q15165|PON2_HUMAN	Q15165	PON2_HUMAN	PON2	354	Homo sapiens OX=9606	Serum paraoxonase/arylesterase 2 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	1	1	0	1	1192961.0	0	1192961.0			tr|A0A0J9YXF2|A0A0J9YXF2_HUMAN
sp|Q15181|IPYR_HUMAN	Q15181	IPYR_HUMAN	PPA1	289	Homo sapiens OX=9606	Inorganic pyrophosphatase 	1:Experimental evidence at protein level	1.0000	0.9990	7	2	7	17	4	17	3.0123492E7	1.4422187E7	3.0123492E7	4C(57.0214),4C(57.0214), 5M(15.9949),5M(15.9949),5M(15.9949)		
sp|Q15185|TEBP_HUMAN	Q15185	TEBP_HUMAN	PTGES3	160	Homo sapiens OX=9606	Prostaglandin E synthase 3 	1:Experimental evidence at protein level	1.0000	0.9990	4	0	4	7	0	7	4.2568912E7	0	4.2568912E7	4C(57.0214), 5C(57.0214),10C(57.0214),5C(57.0214)		tr|A0A087WYT3|A0A087WYT3_HUMAN
sp|Q15233|NONO_HUMAN	Q15233	NONO_HUMAN	NONO	471	Homo sapiens OX=9606	Non-POU domain-containing octamer-binding protein 	1:Experimental evidence at protein level	1.0000	0.9990	14	0	14	16	0	16	4.6996144E7	0	4.6996144E7	6M(15.9949),7M(15.9949),5M(15.9949),2M(15.9949),6M(15.9949), 8M(15.9949),1C(57.0214),13M(15.9949),3C(57.0214)		tr|A0A7I2V535|A0A7I2V535_HUMAN, tr|A0A7I2V5Y7|A0A7I2V5Y7_HUMAN
sp|Q15257|PTPA_HUMAN	Q15257	PTPA_HUMAN	PTPA	358	Homo sapiens OX=9606	Serine/threonine-protein phosphatase 2A activator 	1:Experimental evidence at protein level	1.0000	0.9988	3	0	3	3	0	3	3460892.2	0	3460892.2			tr|A0A804CD06|A0A804CD06_HUMAN, tr|A6PVN5|A6PVN5_HUMAN, tr|F6WIT2|F6WIT2_HUMAN
sp|Q15269|PWP2_HUMAN	Q15269	PWP2_HUMAN	PWP2	919	Homo sapiens OX=9606	Periodic tryptophan protein 2 homolog 	2:Experimental evidence at transcript level	1.0000	0.9990	2	0	2	2	0	2	1522294.2	0	1522294.2			tr|A0A0B4J2E5|A0A0B4J2E5_HUMAN
sp|Q15293|RCN1_HUMAN	Q15293	RCN1_HUMAN	RCN1	331	Homo sapiens OX=9606	Reticulocalbin-1 	1:Experimental evidence at protein level	1.0000	0.9990	5	4	5	6	4	6	2.27639E7	2.0982124E7	2.27639E7			
sp|Q15363|TMED2_HUMAN	Q15363	TMED2_HUMAN	TMED2	201	Homo sapiens OX=9606	Transmembrane emp24 domain-containing protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	1	1	0	1	1371039.8	0	1371039.8	7M(15.9949)		
